種類,英文,中文
褲,SIDE BELT LOOP POSITION: MEASURE FROM SIDE SEAM TO INSIDE EDGE OF BELT LOOP,側邊褲耳位置-脇邊至褲耳外邊量
褲,TOTAL NUMBER OF BELT LOOPS: ADD UP NUMBER OF BELT LOOPS,總褲耳數
褲,POCKET ,口袋
褲,SLANT POCKET ,側口袋
褲,SLANT POCKET POSITION FROM SIDE SEAM: MEASURE HORIZONTALLY ALONG WAIST SEAM OR TOP OF WAISTLINE,側口袋在腰縫處水平量 - 距側縫鬆量
褲,SLANT POCKET POSITION: MEASURE VERTICALLY ALONG SIDE SEAM FROM WAIST SEAM OR TOP OF WAIST EDGE TO END OF POCKET,側口袋在側縫處垂直量 - 腰縫到袋底量
褲,WELT POCKET,袋唇
褲,WELT POCKET LENGTH: MEASURE FROM EDGE TO EDGE ALONG LONGEST EDGE,袋唇長-邊到邊量
褲,WELT POCKET WIDTH: MEASURE FROM EDGE TO EDGE ALONG SHORTEST EDGE,袋唇寬
褲,BACK POCKET PLACEMENT FROM WAIST SEAM: MEASURE FROM WAIST SEAM TO TOP OF POCKET AT SIDE NEAREST TO CB,後口袋位置 - 腰縫到袋頂量(靠近後中一側)
褲,ONSEAM POCKET,側開袋
褲,ONSEAM POCKET PLACEMENT: MEASURE DOWN FROM TOP EDGE OF WAISTBAND TO TOP OF POCKET EDGE,側口袋位置-腰頂下量
褲,ONSEAM POCKET PLACEMENT: MEASURE DOWN FROM WAIST SEAM TO TOP OF POCKET EDGE,側口袋位置-腰縫下量
褲,ONSEAM POCKET LENGTH: MEASURE TOP TO BOTTOM OF OPENING,口袋口長
褲,BACK POCKET,後口袋
褲,BACK POCKET PLACEMENT: MEASURE FROM WAIST SEAM TO TOP OF POCKET AT SIDE NEAREST TO SIDE SEAM,後口袋位置 - 腰縫到袋頂量(靠近脇邊一側)
褲,BACK POCKET PLACEMENT FROM CB: MEASURE HORIZONTALLY FROM CB TO EDGE OF POCKET,後口袋位置 - 後中到口袋邊量
褲,BACK POCKET PLACEMENT FROM SIDE SEAM: MEASURE HORIZONTALLY FROM SIDE SEAM TO EDGE OF POCKET,後口袋距斜邊位置
褲,LOWER SIDE POCKET,下口袋
褲,LOWER SIDE POCKET PLACEMENT: MEASURE FROM TOP OF WAISTBAND TO TOP OF POCKET,下口袋位置-腰頂至口袋頂邊量
褲,DART,褶子
褲,DART LENGTH: MEASURE FROM TOP TO BOTTOM,褶長
褲,DART PLACEMENT FROM CB SEAM: MEASURE ALONG WAISTBAND SEAM,褶子距後中縫位置
褲,CUFF,褲口剪接
褲,CUFF HEIGHT: MEASURE FROM FINISHED HEM TO TOP OF FOLD,褲口剪接高
褲,DOUBLE LAYER CUFFS,褲口折雙剪接
褲,HEM,褲口
褲,HEM HEIGHT: MEASURE FROM FINISHED HEM TO TOP ROW OF TOPSTITCHING,褲口高-褲口邊至頂部縫線量
褲,BACK PATCH POCKET,後貼袋
褲,BACK PATCH POCKET WIDTH AT TOP: MEASURE FROM EDGE TO EDGE AT TOP,後貼袋頂部寬-邊到邊量
褲,BACK PATCH POCKET WIDTH AT BOTTOM: MEASURE FROM EDGE TO EDGE AT BOTTOM,後貼袋底部寬-邊到邊量
褲,BACK PATCH POCKET HEIGHT AT CENTER: MEASURE FROM POCKET OPENING TO BOTTOM EDGE AT CENTER,後貼袋長-中心量
褲,BACK PATCH POCKET HEIGHT AT SIDE: MEASURE FROM POCKET OPENING TO EDGE OF POCKET AT SIDE,後貼袋長-側邊量
褲,POCKET FLAP ,袋蓋
褲,POCKET FLAP WIDTH AT TOP: MEASURE FROM EDGE TO EDGE AT TOP,袋蓋寬-頂部量
褲,POCKET FLAP HEIGHT AT CENTER: MEASURE FROM TOP EDGE OF POCKET FLAP TO BOTTOM EDGE AT CENTER,袋蓋高-中心量
褲,POCKET FLAP WIDTH AT SIDE: MEASURE FROM TOP EDGE OF POCKET FLAP TO EDGE AT SIDE,袋蓋側邊高
褲,POCKET BAG,袋布
褲,FRONT POCKET BAG,前口袋
褲,FRONT POCKET BAG WIDTH: MEASURE ACROSS WIDEST PART OF POCKET BAG FROM EDGE TO EDGE,前口袋袋布寬 - 最寬處量(含縫份)
褲,BACK POCKET BAG,後口袋
褲,BACK POCKET BAG WIDTH: MEASURE ACROSS WIDEST PART OF POCKET BAG EDGE TO EDGE,後口袋袋布長 - 開口到袋布底最長處量
褲,BELT,腰帶
褲,BELT LENGTH 1: MEASURE FROM CENTER BAR TO CENTER OF MIDDLE HOLE,腰帶長-扣環銜接處至中間的調節孔量
褲,BELT LENGTH 2: MEASURE FROM CENTER BAR TO POINT,腰帶長-扣環銜接處至腰帶最長處量
褲,BELT LENGTH 3: MEASURE FROM EDGE TO EDGE,腰帶長-邊到邊量
褲,BELT WIDTH: MEASURE FROM EDGE TO EDGE,腰帶寬-邊到邊
褲,DRAWCORD LENGTH TOTAL CIRCUMFERENCE: MEASURE FROM END TO END OF DRAWCORD,腰繩總長
褲,DRAWCORD EXIT LENGTH: MEASURE THE AMOUNT THAT EXTENDS OUTSIDE OF THE BUTTONHOLE/GROMMET TO END OF DRAWCORD,腰繩單邊外露長度 - 鎖眼到繩末端量
上衣,CF,前中
上衣,CB,後中
上衣,BODY LENGTH AT BACK,後中身長
上衣,BOUND NECK,領滾條
上衣,BODY LENGTH AT BACK: MEASURE FROM HPS TO FINISHED HEM EDGE AT CB.,後中身長-肩高點量
上衣,BODY LENGTH AT BACK: MEASURE FROM BOUND NECK TO FINISHED HEM EDGE AT CB.,後中身長-肩高點領滾邊量
上衣,BODY LENGTH AT BACK: MEASURE FROM CB NECK SEAM TO FINISHED HEM EDGE AT CB.,後中身長-領縫量
上衣,BODY LENGTH AT BACK: MEASURE FROM BOUND NECK TO FINISHED HEM EDGE AT CB.,後中身長-領滾邊量
上衣,BODY LENGTH AT BACK (INCLUDING BINDING): MEASURE FROM TOP EDGE OF BINDING AT HPS TO FINISHED HEM EDGE AT CB.,後中身長-肩高點領滾邊量
上衣,BODY LENGTH AT FRONT,前中身長
上衣,BODY LENGTH AT FRONT: MEASURE FROM HPS TO FINISHED HEM EDGE AT CF.,前中身長-肩高點量
上衣,BODY LENGTH AT FRONT: MEASURE FROM BOUND NECK TO FINISHED HEM EDGE AT CF.,前中身長-肩高點領滾邊量
上衣,BODY LENGTH AT FRONT (INCLUDING BINDING): MEASURE FROM TOP EDGE OF BINDING AT HPS TO FINISHED HEM EDGE AT CF.,前中身長-肩高點領滾邊量
上衣,BODY LENGTH AT SIDE SEAM: MEASURE FROM HPS TO FINISHED SIDE SEAM HEM EDGE.,身長-肩高點脇邊量
上衣,BODY LENGTH AT SIDE SEAM: MEASURE FROM BOUND NECK TO FINISHED SIDE SEAM HEM EDGE.,身長-肩高點領滾邊脇邊量
上衣,HEM,下擺
上衣,HEM DROP FROM CB: MEASURE FROM CB HEM TO SIDE HEM.,下襬垂高-脇邊到後中水平
上衣,HEM DROP FROM CF: MEASURE FROM CF HEM TO SIDE HEM.,下襬垂高-脇邊到前中水平
上衣,HEM DROP (WHEN FRONT AND BACK LENGTH ARE THE SAME): MEASURE FROM CF TO SIDE HEM.,下襬垂高(前後下襬平齊)-脇邊到前中水平
上衣,CHEST ,胸圍
上衣,CHEST WIDTH (1/2 MEASURE): MEASURE FROM SIDE TO SIDE AT 1” BELOW ARMHOLE.,"胸圍(半圈)-腋下1""量"
上衣,CHEST WIDTH FOR VESTS (1/2 MEASURE): MEASURE FROM SIDE TO SIDE AT 1” BELOW ARMHOLE.,"背心胸圍(半圈)-腋下1""量"
上衣,CF ZIPPER,前中拉鍊
上衣,CF ZIPPER LENGTH (PARTIAL): MEASURE FROM TOP STOPPER TO BOTTOM OF OPENING.,半門襟前中拉鍊長
上衣,CF ZIPPER LENGTH (FULL): MEASURE FROM TOP TO BOTTOM OF ZIPPER.,全開襟前中拉鍊長
上衣,SIDE ZIPPER AT HEM: MEASURE FROM OPENING END AT LONGEST POINT TO ZIPPER STOP.,脇邊下擺拉鍊長
上衣,CF INTERIOR ZIPPER LENGTH: MEASURE FROM TOP TO BOTTOM OF ZIPPER.,全開襟前中拉鍊內側量
上衣,WAIST,腰圍
上衣,WAIST WIDTH (1/2 MEASURE): MEASURE FROM SIDE TO SIDE AT WAIST.,腰圍(半圈)
上衣,SIDE SEA,脇邊
上衣,SIDE SEAM LENGTH: MEASURE FROM ARMHOLE TO FINISHED HEM.,脇邊長-腋下量
上衣,WAIST PLACEMENT FROM HPS: MEASURE FROM HPS TO WAIST.,腰圍位置-肩高點下量
上衣,WAIST PLACEMENT FROM HPS: MEASURE FROM BOUND NECK TO WAIST.,腰圍位置-肩高點領滾邊下量
上衣,WAIST PLACEMENT FROM CB: MEASURE FROM CB NECK SEAM TO WAIST.,腰圍位置-後中領縫下量
上衣,WAIST PLACEMENT FROM CB: MEASURE FROM CB BOUND NECK TO WAIST.,腰圍位置-後中領滾邊下量
上衣,"WAIST DRAWCORD TOTAL LENGTH: MEASURE TOTAL LENGTH END TO END, INCLUDING LOOP.",腰繩長(整圈)-含打結
上衣,HEM WIDTH (1/2 MEASURE): MEASURE STRAIGHT ACROSS.,下擺寬(半圈)-直量
上衣,HEM WIDTH WITH VENT (1/2 MEASURE): MEASURE STRAIGHT ACROSS AT TOP OF VENT OPENING.,下擺寬(半圈)-衩頂直量
上衣,HEM WIDTH WITH VENT (1/2 MEASURE): MEASURE STRAIGHT ACROSS AT BOTTOM OF HEM.,下擺寬(半圈)-衩底直量
上衣,HEM WIDTH RELAXED (RIB/ELASTIC 1/2 MEASURE): MEASURE ALONG BOTTOM EDGE WITH RIB/ELASTIC RELAXED.,下擺鬆量(半圈)-邊量
上衣,HEM WIDTH RELAXED (RIB/ELASTIC 1/2 MEASURE): MEASURE ALONG BOTTOM SEAM WITH RIB/ELASTIC RELAXED.,下擺鬆量(半圈)-縫量
上衣,HEM WIDTH EXTENDED (RIB/ELASTIC 1/2 MEASURE): MEASURE ALONG BOTTOM EDGE WITH RIB/ELASTIC EXTENDED.,下擺拉量(半圈)-邊量
上衣,HEM WIDTH EXTENDED (RIB/ELASTIC 1/2 MEASURE): MEASURE ALONG BOTTOM SEAM WITH RIB/ELASTIC EXTENDED.,下擺拉量(半圈)-縫量
上衣,HEM DRAWCORD TOTAL LENGTH: MEASURE TOTAL LENGTH END TO END INCLUDING LOOP LENGTH.,下擺繩長(整圈)-含打結
上衣,HIP WIDTH (1/2 MEASURE): MEASURE FROM SIDE SEAM TO SIDE SEAM AT HIP.,臀圍(半圈)
上衣,HIP WIDTH PLACEMENT FROM HPS: MEASURE FROM HPS TO HIP.,臀圍位置-肩高點下
上衣,HIP WIDTH PLACEMENT FROM HPS: MEASURE FROM BOUND NECK TO HIP.,臀圍位置-肩高點領滾邊下
上衣,HIP WIDTH PLACEMENT FROM CB: MEASURE FROM CB NECK SEAM TO HIP.,臀圍位置-後中領縫下
上衣,HIP WIDTH PLACEMENT FROM CB: MEASURE FROM CB BOUND NECK TO HIP.,臀圍位置-後中領滾邊下
上衣,ACROSS SHOULDER,肩寬
上衣,ACROSS SHOULDER (OR SHOULDER WIDTH): MEASURE FROM LPS TO LPS.,肩寬-肩點量
上衣,ACROSS SHOULDER FOR VESTS (OR SHOULDER WIDTH): MEASURE FROM LPS TO LPS.,背心肩寬-肩點量
上衣,ACROSS CHEST,前胸寬
上衣,ACROSS BACK,後背寬
上衣,ACROSS CHEST/BACK PLACEMENT: MEASURE DOWN FROM HPS.,前胸/後背寬位置-肩高點下量
上衣,ACROSS CHEST/BACK PLACEMENT: MEASURE DOWN FROM BOUND NECK.,前胸/後背寬位置-肩高點領滾邊下量
上衣,ACROSS CHEST PLACEMENT: MEASURE DOWN FROM HPS.,前胸寬位置-肩高點下量
上衣,ACROSS CHEST PLACEMENT: MEASURE DOWN FROM BOUND NECK.,前胸寬位置-肩高點領滾邊下量
上衣,ACROSS BACK PLACEMENT: MEASURE DOWN FROM HPS.,後背寬位置-肩高點下量
上衣,ACROSS BACK PLACEMENT: MEASURE DOWN FROM BOUND NECK.,後背寬位置-肩高點領滾邊下量
上衣,ACROSS CHEST: MEASURE FROM ARMHOLE SEAM TO ARMHOLE SEAM ACROSS FRONT.,前胸寬-縫量
上衣,ACROSS CHEST: MEASURE FROM EDGE OF ARMHOLE TO EDGE OF ARMHOLE ACROSS FRONT.,前胸寬-邊量
上衣,ACROSS CHEST FOR VESTS: MEASURE FROM ARMHOLE TO ARMHOLE ACROSS FRONT.,背心前胸寬
上衣,ACROSS BACK: MEASURE FROM ARMHOLE SEAM TO ARMHOLE SEAM ACROSS BACK.,後背寬-縫量
上衣,ACROSS BACK FOR VESTS: MEASURE FROM ARMHOLE TO ARMHOLE ACROSS BACK.,背心後背寬
上衣,YOKE,約克
上衣,BACK YOKE,後約克
上衣,ACROSS BACK AT YOKE SEAM: MEASURE FROM ARMHOLE TO ARMHOLE STRAIGHT AT BACK YOKE SEAM.,後背約克寬
,RAGLAN,拉克蘭
上衣,ACROSS CHEST (RAGLAN): MEASURE FROM ARMHOLE TO ARMHOLE ACROSS FRONT.,拉克蘭前胸寬
上衣,ACROSS BACK (RAGLAN): MEASURE FROM ARMHOLE TO ARMHOLE ACROSS BACK.,拉克蘭後背寬
上衣,SHOULDER SLOPE,肩斜
上衣,SHOULDER SLOPE: MEASURE THE VERTICAL DISTANCE BETWEEN HPS AND LPS.,肩斜-肩高點水平線到肩點量
上衣,SHOULDER SLOPE FOR VESTS: MEASURE THE VERTICAL DISTANCE BETWEEN HPS AND LPS.,背心肩斜-肩高點水平線到肩點量
上衣,SLEEVE WIDTH AT NECK (RAGLAN ONLY): MEASURE FROM FRONT RAGLAN SEAM TO BACK RAGLAN SEAM ALONG NECK SEAM.,拉克蘭寬-沿領縫彎量
上衣,FRONT SHOULDER PIECING WIDTH AT NECK SEAM: MEASURE FROM HPS TO FORWARD SHOULDER SEAM ALONG NECK SEAM (OUTERWEAR).,肩剪接片前傾-肩高點處沿領縫彎量
上衣,FRONT SHOULDER PIECING WIDTH AT ARMHOLE: MEASURE FROM LPS TO FORWARD SHOULDER SEAM ALONG ARMHOLE SEAM (OUTERWEAR).,肩剪接片前傾-肩點處沿肩縫彎量
上衣,BACK SHOULDER PIECING WIDTH AT NECK SEAM: MEASURE FROM HPS TO BACK SHOULDER SEAM ALONG NECK SEAM (OUTERWEAR).,肩剪接片後傾-肩高點處沿領縫彎量
上衣,BACK SHOULDER PIECING WIDTH AT ARMHOLE: MEASURE FROM LPS TO BACK SHOULDER SEAM ALONG ARMHOLE SEAM (OUTERWEAR).,肩剪接片後傾-肩點處沿肩縫彎量
上衣,"SHOULDER SLOPE (RAGLAN): MEASURE FROM HPS TO EDGE OF GARMENT, VERTICAL LINE UP FROM BOTTOM OF ARMHOLE.",拉克蘭肩斜-肩高點水平線下量
上衣,"SHOULDER SLOPE (RAGLAN): MEASURE FROM BOUND NECK TO EDGE OF GARMENT, VERTICAL LINE UP FROM BOTTOM OF ARMHOLE.",拉克蘭肩斜-肩高點領滾邊水平線下量
上衣,RAGLAN SHOULDER SLOPE PLACEMENT FROM CB: MEASURE HORIZONTALLY OUT FROM CB AT HPS LEVEL.,拉克蘭肩斜位置-肩高點水平線距後中量
上衣,RAGLAN SHOULDER SLOPE PLACEMENT FROM CB: MEASURE HORIZONTALLY OUT FROM CB AT BOUND NECK LEVEL.,拉克蘭肩斜位置-肩高點領滾邊水平線距後中量
上衣,RAGLAN SHOULDER SLOPE: MEASURE VERTICAL DISTANCE FROM HPS TO EDGE OF GARMENT AT RAGLAN SHOULDER SLOPE PLACEMENT.,拉克蘭肩斜-肩高點水平線下量
上衣,RAGLAN SHOULDER SLOPE: MEASURE VERTICAL DISTANCE FROM BOUND NECK TO EDGE OF GARMENT AT RAGLAN SHOULDER SLOPE PLACEMENT.,拉克蘭肩斜-肩高點領滾邊水平線下量
上衣,SHOULDER SEAM,肩縫
上衣,SHOULDER SEAM LENGTH (OR STRAP WIDTH): MEASURE ALONG SHOULDER SEAM FROM NECK SEAM TO ARMHOLE SEAM OR EDGE TO EDGE IF BOUND.,肩縫長-領縫到肩點
上衣,FORWARD SHOULDER,肩前傾
上衣,"FORWARD SHOULDER AT HPS: MEASURE STRAIGHT FROM HPS TO FORWARD SHOULDER SEAM, PERPENDICULAR FROM SHOULDER.",肩前傾-肩高點處沿領縫直量
上衣,"FORWARD SHOULDER AT LPS: MEASURE STRAIGHT FROM LPS TO FORWARD SHOULDER SEAM, PERPENDICULAR FROM SHOULDER.",肩前傾-肩點處沿肩縫直量
上衣,"FORWARD SHOULDER: MEASURE STRAIGHT FROM NATURAL SHOULDER TO FORWARD SHOULDER SEAM, PERPENDICULAR FROM SHOULDER.",肩前傾-距自然肩線直量
上衣,BACK SHOULDER,肩後傾
上衣,"BACK SHOULDER AT HPS: MEASURE STRAIGHT FROM HPS TO BACK SHOULDER SEAM, PERPENDICULAR FROM SHOULDER.",肩後傾-肩高點處沿領縫直量
上衣,"BACK SHOULDER AT LPS: MEASURE STRAIGHT FROM LPS TO BACK SHOULDER SEAM, PERPENDICULAR FROM SHOULDER.",肩後傾-肩點處沿肩縫直量
上衣,"BACK SHOULDER: MEASURE STRAIGHT FROM NATURAL SHOULDER TO BACK SHOULDER SEAM, PERPENDICULAR FROM SHOULDER.",肩後傾-距自然肩線直量
上衣,FRONT RAGLAN AT HPS: MEASURE ALONG THE NECK SEAM FROM HPS TO FRONT RAGLAN SEAM.,前拉克蘭位置-肩高點沿前領縫量
上衣,BACK RAGLAN AT HPS: MEASURE ALONG THE NECK SEAM FROM HPS TO BACK RAGLAN SEAM.,後拉克蘭位置- 肩高點沿後領縫量
上衣,NATURAL SHOULDE,自然肩縫
上衣,NATURAL SHOULDER LENGTH: MEASURE ALONG NATURAL SHOULDER FROM HPS TO LPS.,自然肩縫長-肩高點到肩點
上衣,ARMHOLE,袖襱
上衣,ARMHOLE CIRCUMFERENCE: MEASURE ALONG SEAM (ALONG CURVE).,袖襱(整圈)-沿縫彎量
上衣,ARMHOLE RIB CIRCUMFERENCE: MEASURE CIRCUMFERENCE OF ARMHOLE RIB AT EDGE.,羅文袖襱(整圈)-沿邊彎量
上衣,FRONT ARMHOLE,前袖襱
上衣,FRONT ARMHOLE: MEASURE FROM SHOULDER SEAM TO SIDE SEAM(ALONG CURVE).,前袖襱-肩縫到脇邊彎量
上衣,BACK ARMHOLE,後袖襱
上衣,BACK ARMHOLE: MEASURE FROM FORWARD SHOULDER SEAM TO SIDE SEAM (ALONG CURVE).,後袖襱-肩縫到脇邊彎量
上衣,FRONT RAGLAN ARMHOLE,前拉克蘭縫
上衣,FRONT RAGLAN ARMHOLE: MEASURE FROM NECK SEAM TO SIDE SEAM (ALONG CURVE).,前拉克蘭縫長-領縫到脇邊彎量
上衣,BACK RAGLAN ARMHOLE,後拉克蘭縫
上衣,BACK RAGLAN ARMHOLE: MEASURE FROM NECK SEAM TO SIDE SEAM (ALONG CURVE).,後拉克蘭縫長-領縫到脇邊彎量
上衣,ARMHOLE DROP (SET IN): MEASURE IN A STRAIGHT VERTICAL LINE FROM LPS TO BOTTOM OF ARMHOLE.,袖襱深-肩點到腋點直量
上衣,"ARMHOLE DROP (SLEEVELESS): MEASURE IN A STRAIGHT VERTICAL LINE FROM LPS TO BOTTOM OF ARMHOLE, EDGE TO EDGE.",袖襱深(無袖)-肩點到腋點直量
上衣,"ARMHOLE DROP SLEEVELESS (WITH BINDING): MEASURE IN A STRAIGHT VERTICAL LINE FROM LPS TO BOTTOM OF ARMHOLE, EDGE TO EDGE.",袖襱深(無袖滾邊)-肩點邊到腋點邊直量
上衣,"ARMHOLE DROP SLEEVELESS (WITH SET IN TRIM): MEASURE IN STRAIGHT VERTICAL LINE FROM LPS TO UNDERARM SEAM, SEAM TO SEAM.",袖襱深(無袖剪接袖)-肩點縫到腋點縫直量
