種類,英文,中文
上衣,ACROSS CHEST: MEASURE FROM ARMHOLE SEAM TO ARMHOLE SEAM ACROSS FRONT.,前胸寬-縫量
上衣,ACROSS BACK: MEASURE FROM ARMHOLE SEAM TO ARMHOLE SEAM ACROSS BACK.,後背寬-縫量
上衣,BACK YOKE,後約克
上衣,ACROSS CHEST (RAGLAN): MEASURE FROM ARMHOLE TO ARMHOLE ACROSS FRONT.,拉克蘭前胸寬
上衣,SHOULDER SLOPE: MEASURE THE VERTICAL DISTANCE BETWEEN HPS AND LPS.,肩斜-肩高點水平線到肩點量
上衣,FRONT SHOULDER PIECING WIDTH AT NECK SEAM: MEASURE FROM HPS TO FORWARD SHOULDER SEAM ALONG NECK SEAM (OUTERWEAR).,肩剪接片前傾-肩高點處沿領縫彎量
上衣,BACK SHOULDER PIECING WIDTH AT ARMHOLE: MEASURE FROM LPS TO BACK SHOULDER SEAM ALONG ARMHOLE SEAM (OUTERWEAR).,肩剪接片後傾-肩點處沿肩縫彎量
上衣,RAGLAN SHOULDER SLOPE PLACEMENT FROM CB: MEASURE HORIZONTALLY OUT FROM CB AT HPS LEVEL.,拉克蘭肩斜位置-肩高點水平線距後中量
上衣,RAGLAN SHOULDER SLOPE: MEASURE VERTICAL DISTANCE FROM BOUND NECK TO EDGE OF GARMENT AT RAGLAN SHOULDER SLOPE PLACEMENT.,拉克蘭肩斜-肩高點領滾邊水平線下量
上衣,FORWARD SHOULDER,前過肩
上衣,"FORWARD SHOULDER: MEASURE STRAIGHT FROM NATURAL SHOULDER TO FORWARD SHOULDER SEAM, PERPENDICULAR FROM SHOULDER.",肩前傾-距自然肩線直量
上衣,"BACK SHOULDER AT LPS: MEASURE STRAIGHT FROM LPS TO BACK SHOULDER SEAM, PERPENDICULAR FROM SHOULDER.",肩後傾-肩點處沿肩縫直量
上衣,BACK RAGLAN AT HPS: MEASURE ALONG THE NECK SEAM FROM HPS TO BACK RAGLAN SEAM.,後拉克蘭位置- 肩高點沿後領縫量
上衣,ARMHOLE,袖襱
上衣,FRONT ARMHOLE,前袖襱
上衣,BACK ARMHOLE: MEASURE FROM FORWARD SHOULDER SEAM TO SIDE SEAM (ALONG CURVE).,後袖襱-肩縫到脇邊彎量
上衣,BACK RAGLAN ARMHOLE,後拉克蘭縫
上衣,"ARMHOLE DROP (SLEEVELESS): MEASURE IN A STRAIGHT VERTICAL LINE FROM LPS TO BOTTOM OF ARMHOLE, EDGE TO EDGE.",袖襱深(無袖)-肩點到腋點直量
上衣,ARMHOLE DROP FROM HPS: MEASURE IN STRAIGHT VERTICAL LINE FROM HPS TO BOTTOM OF ARMHOLE.,袖襱深-肩高點到腋點直量
上衣,NECK,領子
上衣,FRONT NECK DROP,前領深
上衣,BACK NECK DROP,後領深
上衣,NECK CIRCUMFERENCE: MEASURE ALONG NECKSEAM (INCLUDING ZIPPER TEETH).,領圍(整圈)-沿縫量(含拉鍊尺寸)
上衣,1/2 MOON COLLAR STAND,後領半月型領座
上衣,COLLAR STAND HEIGHT AT CB: MEASURE FROM NECK SEAM TO TOP OF COLLAR STAND AT CB.,後中領座高-領縫到領座頂量
上衣,COLLAR STAND CIRCUMFERENCE: MEASURE ALONG THE CENTER OF THE COLLAR STAND FROM EDGE TO EDGE.,領座圍(整圈)- 邊到邊沿領座中心量
上衣,COLLAR LENGTH AT TOP EDGE (FOR ZIP-THROUGH STYLES): MEASURE FROM CF TO CF ALONG TOP OF COLLAR (INCLUDING ZIPPER TEETH).,領邊長(整圈)-含拉鍊齒
上衣,COLLAR HEIGHT AT CB: MEASURE FROM CB NECK SEAM TO TOP COLLAR EDGE.,後中領高-領縫到領邊量
上衣,NON-FLAT KNIT COLLAR OUTSIDE EDGE LENGTH: MEASURE FROM COLLAR POINT TO COLLAR POINT.,領邊長-領尖點到領尖點
上衣,COLLAR POINT LENGTH: MEASURE FROM COLLAR BAND OR NECK JOIN SEAM TO END OF POINT.,領尖高-領尖點到縫量
上衣,TOP BUTTON/SNAP PLACEMENT FROM NECK SEAM: MEASURE FROM CF NECK SEAM TO CENTER OF TOP BUTTON/SNAP.,第一顆釦位置 - 領縫到釦中心量
上衣,BUTTON SPACING (FULL PLACKET): MEASURE FROM CENTER OF BUTTON TO CENTER OF BUTTON.,釦間距(全開襟) - 釦中心量
上衣,FRONT PLACKET WIDTH: MEASURE FROM PLACKET EDGE TO SEAM OR TOPSTITCH.,門襟寬- 邊到縫/壓線量
上衣,"BACK DART DISTANCE AT TOP: MEASURE ACROSS DARTS, POINT TO POINT.",後片打褶間距-頂量
上衣,"BACK DART DISTANCE AT BOTTOM: MEASURE ACROSS DARTS, POINT TO POINT.",後片打褶間距-底量
上衣,BACK DART LENGTH: MEASURE FROM END TO END.,後片打褶長
上衣,TIE SPACE: MEASURE THE DISTANCE BETWEEN COLLAR FOLDS AT CF.,脖距
上衣,BUST DART LENGTH: MEASURE FROM SIDE SEAM TO END OF DART.,胸褶長
上衣,LAPEL NOTCH: MEASURE FROM INSIDE CORNER TO LAPEL POINT.,領尖長-門襟量
上衣,SLEEVE,袖子
上衣,3/4 SLEEVE LENGTH FROM CB (RAGLAN): MEASURE FROM CB NECK SEAM (SET IN) TO FINISHED SLEEVE HEM (2 PT).,袖長(七分袖)-後中領縫到袖口邊兩點直量
上衣,SHORT SLEEVE LENGTH FROM CB (BOUND): MEASURE FROM CB TOP EDGE (BOUND) TO SHOULDER POINT TO FINISHED SLEEVE HEM (3 PT).,袖長(短袖)-後中領邊到肩點到袖口邊三點直量
上衣,TRUE SLEEVE LENGTH: MEASURE ALONG TOP OF SLEEVE FROM LPS TO SLEEVE HEM.,袖長-肩點到袖口直量
上衣,UNDERARM LENGTH: MEASURE FROM ARMHOLE TO FINISHED SLEEVE HEM ALONG UNDERARM SEAM.,袖底縫長-腋點到袖口邊量
上衣,ELBOW WIDTH (1/2 MEASURE) (RAGLAN): MEASURE SQUARED ACROSS SLEEVE MIDPOINT BETWEEN THE BICEP AND FOREARM.,肘圍(半圈)-上臂和前臂中間量
上衣,L/S FOREARM WIDTH (1/2 MEASURE): MEASURE SQUARED 6” UP FROM FINISHED SLEEVE HEM (SLEEVE PLEATS OPEN).,"肘圍(半圈)- 距袖口邊6""量"
上衣,SLEEVE OPENING,袖口
上衣,STORM CUFF OPENING (1/2 MEASURE): MEASURE STRAIGHT ACROSS AT EDGE WITH KNIT/ELASTIC RELAXED.,袖口剪接寬(半圈)-邊量鬆量
上衣,"SLEEVE OPENING (1/2 MEASURE), SHORT SLEEVE AT SEAM RELAXED: MEASURE STRAIGHT ACROSS AT SLEEVE SEAM WITH KNIT/ELASTIC RELAXED.",短袖袖口剪接寬(半圈)-縫量鬆量
上衣,"SLEEVE OPENING, EXTENDED FOR TURNED CUFFS (1/2 MEASURE): (INCLUDES STORM CUFFS) MEASURE STRAIGHT ACROSS AT SLEEVE EDGE WITH KNIT/ELASTIC EXTENDED.",反折袖口寬(半圈)-邊量拉量
上衣,SLEEVE POCKET PLACEMENT FROM TOP OF SLEEVE: MEASURE FROM TOP OF SLEEVE TO TOP OF POCKET OR STITCHING.,袖口袋位置-肩點到袋頂/壓線直量
上衣,SLEEVE POCKET PLACEMENT HORIZONTAL: MEASURE FROM UNDERARM SEAM TO EDGE OF POCKET OR STITCHING.,袖口袋位置-袖底縫到袋邊/壓線量
上衣,ELBOW PATCH WIDTH: MEASURE FROM EDGE TO EDGE HORIZONTALLY AT CENTER.,肘補丁寬-邊量
上衣,WINDBREAK,擋風片
上衣,SLEEVE PLACKET WIDTH: MEASURE FROM EDGE TO EDGE.,袖衩條寬-邊量
上衣,SLEEVE GUSSET,袖衩
上衣,CUFF NOTCH,袖克夫衩
上衣,CUFF CIRCUMFERENCE TO FIRST BUTTON: MEASURE FROM CENTER OF FIRST BUTTON TO END OF BUTTONHOLE.,袖口圍-第一顆釦中心到釦眼底端量
上衣,CUFF BUTTON SPACING (DISTANCE BETWEEN 2 OR MORE BUTTONS ON CUFF): MEASURE FROM CENTER OF BUTTON TO CENTER OF BUTTON.,袖口釦距-中心量
上衣,BACK YOKE DEPTH FROM HPS: MEASURE FROM HPS AT TOP EDGE (BOUND) TO BACK YOKE SEAM.,後約克高-肩高點領滾邊下量
上衣,BACK CAPE DEPTH FROM CB: MEASURE FROM CB NECK SEAM TO FINISHED EDGE OF CAPE.,後剪接高-後中領縫下量
上衣,FRONT YOKE DEPTH FROM HPS: MEASURE FROM HPS AT TOP EDGE (BOUND) TO FRONT YOKE SEAM.,前約克高-肩高點領滾邊下量
上衣,BACK NECK FACING,後領貼
上衣,BACK NECK FACING HEIGHT FROM CB NECK SEAM: MEASURE VERTICALLY FROM CB NECK SEAM TO DEEPEST PART OF BACK NECK FACING.,後領貼高-後中領縫下量
上衣,LOGO PLACEMENT FROM HPS: MEASURE FROM HPS TO TOP OF LOGO.,LOGO位置-肩高點到標頂量
上衣,SLEEVE LOGO PLACEMENT FROM LPS: MEASURE FROM LPS TO TOP OF LOGO.,LOGO位置-肩點到標頂量
上衣,BACK PLEAT,後背活褶
上衣,BOX PLEAT DEPTH: MEASURE FROM EDGE OF PLEAT TO DEEPEST PART OF FOLD.,活褶深-邊到褶最深處量
上衣,SLEEVE HEM/CUFF HEIGHT: MEASURE FROM FINISHED EDGE TO TOP ROW OF STITCHING OR SEAM.,袖口高-邊到縫/壓線量
上衣,SIDE HEM GUSSET WIDTH: MEASURE FROM SEAM TO SEAM AT WIDEST PART.,下擺側衩寬
上衣,SHOULDER PIECING WIDTH AT NECK SEAM: MEASURE FROM FRONT SEAM TO BACK SEAM ALONG NECK SEAM.,肩剪接片寬-沿領縫彎量
上衣,TRIM WIDTH: MEASURE FROM SEAM TO EDGE OF TRIM.,領高
上衣,CHEST PATCH POCKET HEIGHT (INCLUDING FLAP): MEASURE FROM TOP TO BOTTOM AT CENTER.,胸前口袋高-中心量(含袋蓋)
上衣,WELT POCKET WIDTH: MEASURE FROM EDGE TO EDGE ALONG SHORT END.,袋唇寬
上衣,LOWER PATCH POCKET WIDTH: MEASURE FROM SIDE TO SIDE AT TOP.,下擺口袋寬-袋頂量
上衣,KANGAROO POCKET,袋鼠袋
上衣,KANGAROO POCKET WIDTH AT TOP: MEASURE HORIZONTALLY FROM EDGE TO EDGE AT TOP.,袋鼠袋寬-袋頂量
上衣,CHEST POCKET POSTION FROM CF: MEASURE FROM CF TO EDGE OF POCKET.,胸前口袋位置-距前中量
上衣,CHEST POCKET POSTION FROM HPS: MEASURE FROM HPS TO TOP OF POCKET.,胸前口袋位置-肩高點到袋頂量
上衣,LOWER FRONT POCKET POSTION FROM CF: MEASURE HORIZONTALLY FROM CF TO POCKET.,下擺口袋位置-距前中量
上衣,POCKET BAG WIDTH: MEASURE ACROSS WIDEST PART OF POCKET BAG (NOT INCLUDING SEAM ALLOWANCE).,袋布寬-最寬處量(不含縫份)
上衣,HOOD HEIGHT: MEASURE FROM TOP OF HOOD TO FRONT NECK SEAM.,帽長-前中帽頂到領縫量
上衣,HOOD CIRCUMFERENCE (DETACHED HOOD): MEASURE ALONG BOTTOM OF HOOD AT FINISHED EDGE FROM END TO END.,帽領圍(整圈)-帽底彎量
上衣,"GROMMET/EYELET PLACEMENT: MEASURE FROM NECK SEAM UP TO BOTTOM OF GROMMET OR EYELET, PARALLEL TO EDGE OF HOOD.",鎖眼/雞眼位置-距領縫量(平行帽口邊)
上衣,TOTAL DRAWCORD LENGTH: MEASURE TOTAL LENGTH END TO END.,帽繩長(整圈)
上衣,EPAULETTE,肩章
上衣,SLEEVE TAB,袖袢
上衣,"SLEEVE TAB PLACEMENT, VERTICAL: MEASURE FROM LPS TO CENTER OF BUTTON/SNAP.",袖袢位置-肩點到釦中心量
上衣,FRONT SIDE PANEL,前脇邊剪接
上衣,BACK SIDE PANEL,後脇邊剪接
上衣,INSIDE POCKET,隱形口袋
上衣,UNDERARM,袖底
上衣,PORT POCKET ZIPPER OPENING: MEASURE ZIPPER OPENING FROM END TO END.,口袋拉鍊長
上衣,SNOW SKIRT HEIGHT: MEASURE FROM TOP OF FLANGE TO BOTTOM OF ELASTIC AT CB.,防雪裙高-後中量
上衣,SNOW SKIRT ZIPPER LENGTH: MEASURE ZIPPER FROM END TO END.,防雪裙-拉鍊長(整圈)
上衣,LOCKER LOOP,掛耳
上衣,BACK PRINCESS SEAM,後公主剪接線
上衣,BACK SIDE PANEL WIDTH AT TOP: MEASURE HORIZONTALLY FROM SIDE FOLD TO PANEL SEAM AT BOTTOM OF BACK ARMHOLE,後公主剪接寬- 袖攏腋點水平量
副料,VENDOR CODE LABEL,ID標
上衣,BODY,大身
上衣,TOP OF COLLAR,領頂
上衣,Shoulder seam,肩縫
301*2,Double Needle Lockstitch,雙針平車
304,Buttonhole Sewing,鎖眼車
401,Single Needle Chainstitch,單針鎖鍊
401*N,Waistband Machine,腰頭車
514,4 Thread Overlock,四線拷克
406,2 Needle 3 Thread Coverstitch,三本雙針
605,3 Needle 5 Thread Coverstitch,3針5線爬網
607,Flatlock,四併車
做工,ND,針
做工,2N,2針
做工,Backtack,單針平車回針
做工,Cross Grain,本布橫裁
做工,Storm Guard,門襟擋風片
做工,No Nature Shoulder Seam,無自然肩線
副料,Clear Elastic Tape,透明QQ帶
做工,Slit,衩
做工,CF,前中
做工,Waistband,腰頭
做工,Buttonhole,鎖眼
做工,Crotch,襠底
做工,Pressing Mark,燙痕
做工,Dimple,酒窩
做工,Puckering,起皺
做工,Box Pleat,箱型褶
做工,PKT,口袋
主料,Fleece,刷毛布
副料,TEAR AWAY,可撕標
做工,Lining,內裡
上衣,HPS,肩高點
褲,INSEAM CROP PANTS: MEASURE STRAIGHT FROM CROTCH POINT TO FINISHED HEM,內長 -襠底到褲口邊直量
褲,OUTSEAM: MEASURE STRAIGHT FROM WAISTBAND SEAM TO FINISHED HEM,外長-腰縫到褲口邊直量
褲,OUTSEAM PANT WITHOUT WAIST SEAM: MEASURE STRAIGHT FROM TOP OF WAIST TO FINISHED HEM,外長-腰頂到褲口邊直量
褲,HIGH HIP,上臀
褲,HIP,臀圍
褲,SEAT 1/2 CIRCUMFERENCE: MEASURE Y” DOWN FROM WAIST SEAM AND THEN MEASURE FROM SIDE FOLD TO SIDE FOLD AT SEAT PLACEMENT - 3 POINTS,臀圍(半圈) - 腰縫下Y字型三點量
褲,FRONT RISE: MEASURE FROM CROTCH POINT TO WAIST SEAM (ALONG CURVE).,前襠長(不含腰頭高)-彎量
褲,BACK RISE,後襠
褲,BACK RISE: MEASURE FROM CROTCH POINT TO TOP EDGE OF WAISTBAND (ALONG CURVE).,後襠長(含腰頭高)-彎量
褲,CROTCH GUSSET WIDTH: MEASURE STRAIGHT FROM INSEAM TO INSEAM,檔底寬-內長縫到縫直量
褲,WAIST 1/2 CIRCUMFERENCE KNIT/ELASTIC RELAXED: MEASURE STRAIGHT AT TOP EDGE OF WAISTBAND,腰圍(半圈)- 腰頂直量
褲,THIGH WIDTH 1/2 CIRCUMFERENCE: MEASURE 1” DOWN FROM CROTCH POINT PERPENDICULAR TO GRAIN,"腿圍(半圈)-襠底下1""量"
褲,KNEE WIDTH 1/2 CIRCUMFERENCE: MEASURE AT 1/2 INSEAM LENGTH,膝圍(半圈)-內長一半處量
褲,LEG OPENING,褲口
褲,PANT LEG OPENING 1/2 CIRCUMFERENCE: MEASURE STRAIGHT ACROSS FINISHED HEM,褲口寬(半圈) - 邊直量
褲,BACK YOKE,後約克
褲,FLY,前立
褲,“J” STITCH LENGTH: MEASURE FROM WAIST SEAM TO BOTTOM STITCH LINE,J形假前立長 - 腰縫到壓線底量
褲,WAISTBAND,腰頭
褲,CUT & SEW WB,腰頭剪接
褲,BELT LOOP LENGTH: MEASURE FROM TOP TO BOTTOM NOT INCLUDING UNDERLAP,褲耳長(不含反折)
褲,FRONT BELT LOOP POSITION: MEASURE FROM WAISTBAND EDGE TO INSIDE EDGE OF BELT LOOP,前褲耳位置-腰頭脇邊至褲耳內邊處量
褲,SIDE BELT LOOP,側邊褲耳
褲,POCKET,口袋
褲,SLANT POCKET POSITION: MEASURE VERTICALLY ALONG SIDE SEAM FROM WAIST SEAM OR TOP OF WAIST EDGE TO END OF POCKET,側口袋在側縫處垂直量 - 腰縫到袋底量
褲,WELT POCKET WIDTH: MEASURE FROM EDGE TO EDGE ALONG SHORTEST EDGE,袋唇寬
褲,ONSEAM POCKET PLACEMENT: MEASURE DOWN FROM TOP EDGE OF WAISTBAND TO TOP OF POCKET EDGE,側口袋位置-腰頂下量
褲,BACK POCKET,後口袋
褲,BACK POCKET PLACEMENT FROM SIDE SEAM: MEASURE HORIZONTALLY FROM SIDE SEAM TO EDGE OF POCKET,後口袋距斜邊位置
褲,DART,褶子
褲,CUFF,褲口剪接
褲,HEM,褲口
褲,BACK PATCH POCKET WIDTH AT TOP: MEASURE FROM EDGE TO EDGE AT TOP,後貼袋頂部寬-邊到邊量
褲,BACK PATCH POCKET HEIGHT AT SIDE: MEASURE FROM POCKET OPENING TO EDGE OF POCKET AT SIDE,後貼袋長-側邊量
褲,POCKET FLAP HEIGHT AT CENTER: MEASURE FROM TOP EDGE OF POCKET FLAP TO BOTTOM EDGE AT CENTER,袋蓋高-中心量
褲,FRONT POCKET BAG,前口袋
褲,BACK POCKET BAG WIDTH: MEASURE ACROSS WIDEST PART OF POCKET BAG EDGE TO EDGE,後口袋袋布長 - 開口到袋布底最長處量
褲,BELT LENGTH 2: MEASURE FROM CENTER BAR TO POINT,腰帶長-扣環銜接處至腰帶最長處量
褲,DRAWCORD LENGTH TOTAL CIRCUMFERENCE: MEASURE FROM END TO END OF DRAWCORD,腰繩總長
